,X,dataCard,monthYear,day,inches,maxTemp,minTemp,date,sawAvalanche
23166,271130,WA791,1214,3,3.8,30,19,12/3/14,NA
23167,271131,WA791,1214,4,3.9,28,25,12/4/14,NA
23168,271132,WA791,1214,5,3.8,31,26,12/5/14,NA
23169,271133,WA791,1214,6,3.8,39,30,12/6/14,NA
23170,271134,WA791,1214,7,3.8,36,33,12/7/14,NA
23171,271135,WA791,1214,8,4,36,33,12/8/14,NA
23172,271136,WA791,1214,9,4,43,34,12/9/14,NA
23173,271137,WA791,1214,10,4.2,39,36,12/10/14,NA
23174,271138,WA791,1214,11,4,40,34,12/11/14,NA
23175,271139,WA791,1214,12,4,38,34,12/12/14,NA
23176,271140,WA791,1214,13,4,35,27,12/13/14,NA
23177,271141,WA791,1214,14,3.8,35,25,12/14/14,NA
23178,271142,WA791,1214,15,3.7,32,31,12/15/14,NA
23179,271143,WA791,1214,16,3.7,33,31,12/16/14,NA
23180,271144,WA791,1214,17,3.4,33,31,12/17/14,NA
23181,271145,WA791,1214,18,3.4,32,31,12/18/14,NA
23182,271146,WA791,1214,19,3.3,35,31,12/19/14,NA
23183,271147,WA791,1214,20,3.4,44,31,12/20/14,NA
23184,271148,WA791,1214,21,4.4,42,35,12/21/14,NA
23185,271149,WA791,1214,22,5,37,30,12/22/14,NA
23186,271150,WA791,1214,23,5.1,41,32,12/23/14,NA
23187,271151,WA791,1214,24,5.6,33,30,12/24/14,NA
23188,271152,WA791,1214,25,6.1,33,29,12/25/14,NA
23189,271153,WA791,1214,26,6.1,33,25,12/26/14,No
23190,271154,WA791,1214,27,6.1,35,30,12/27/14,NA
23191,271155,WA791,1214,28,7,31,27,12/28/14,NA
23192,271156,WA791,1214,29,7.3,27,16,12/29/14,NA
23193,271157,WA791,1214,30,7.2,23,9,12/30/14,NA
23194,271158,WA791,1214,31,7.1,22,12,12/31/14,NA
23195,271159,WA791,115,1,7.2,26,14,1/1/15,NA
23196,271160,WA791,115,2,7.1,35,17,1/2/15,NA
23197,271161,WA791,115,3,7.4,32,25,1/3/15,NA
23198,271162,WA791,115,4,7.5,39,23,1/4/15,NA
23199,271163,WA791,115,5,8.5,45,38,1/5/15,NA
23200,271164,WA791,115,6,8.6,44,36,1/6/15,NA
23201,271165,WA791,115,7,8.6,51,34,1/7/15,NA
23202,271166,WA791,115,8,8.6,43,33,1/8/15,NA
23203,271167,WA791,115,9,8.6,36,30,1/9/15,NA
23204,271168,WA791,115,10,8.5,36,30,1/10/15,NA
23205,271169,WA791,115,11,8.7,35,30,1/11/15,NA
23206,271170,WA791,115,12,8.6,34,28,1/12/15,NA
23207,271171,WA791,115,13,8.5,30,26,1/13/15,NA
23208,271172,WA791,115,14,8.5,27,23,1/14/15,NA
23209,271173,WA791,115,15,8.4,26,22,1/15/15,NA
23210,271174,WA791,115,16,8.7,36,25,1/16/15,No
23211,271175,WA791,115,17,8.7,30,27,1/17/15,NA
23212,271176,WA791,115,18,10.3,37,29,1/18/15,NA
23213,271177,WA791,115,19,11.1,36,28,1/19/15,NA
23214,271178,WA791,115,20,11.8,36,25,1/20/15,NA
23215,271179,WA791,115,21,11.9,32,24,1/21/15,NA
23216,271180,WA791,115,22,12,36,27,1/22/15,NA
23217,271181,WA791,115,23,12.1,46,31,1/23/15,NA
23218,271182,WA791,115,24,12.3,46,39,1/24/15,NA
23219,271183,WA791,115,25,12,51,36,1/25/15,NA
23220,271184,WA791,115,26,11.9,51,36,1/26/15,NA
23221,271185,WA791,115,27,11.8,42,36,1/27/15,NA
23222,271186,WA791,115,28,11.8,43,31,1/28/15,NA
23223,271187,WA791,115,29,11.6,41,29,1/29/15,NA
23224,271188,WA791,115,30,11.6,39,28,1/30/15,NA
23225,271189,WA791,115,31,11.5,39,27,1/31/15,NA
23226,271190,WA791,215,1,11.3,39,30,2/1/15,NA
23227,271191,WA791,215,2,11.5,39,30,2/2/15,NA
23228,271192,WA791,215,3,11.7,40,33,2/3/15,NA
23229,271193,WA791,215,4,11.9,34,31,2/4/15,NA
23230,271194,WA791,215,5,12.3,36,32,2/5/15,NA
23231,271195,WA791,215,6,12.8,42,35,2/6/15,NA
23232,271196,WA791,215,7,12.8,40,36,2/7/15,NA
23233,271197,WA791,215,8,12.9,41,36,2/8/15,NA
23234,271198,WA791,215,9,12.9,41,36,2/9/15,No
23235,271199,WA791,215,10,12.7,42,35,2/10/15,NA
23236,271200,WA791,215,11,12.4,42,36,2/11/15,NA
23237,271201,WA791,215,12,12.4,49,37,2/12/15,NA
23238,271202,WA791,215,13,12.2,50,37,2/13/15,NA
23239,271203,WA791,215,14,11.8,43,32,2/14/15,NA
23240,271204,WA791,215,15,11.8,46,30,2/15/15,NA
23241,271205,WA791,215,16,11.9,42,31,2/16/15,NA
23242,271206,WA791,215,17,12,45,30,2/17/15,NA
23243,271207,WA791,215,18,11.7,46,32,2/18/15,No
23244,271208,WA791,215,19,11.6,39,35,2/19/15,NA
23245,271209,WA791,215,20,11.5,40,31,2/20/15,NA
23246,271210,WA791,215,21,11.5,43,28,2/21/15,NA
23247,271211,WA791,215,22,11.5,40,25,2/22/15,NA
23248,271212,WA791,215,23,11.5,49,26,2/23/15,NA
23249,271213,WA791,215,24,11.3,48,32,2/24/15,NA
23250,271214,WA791,215,25,11.2,38,33,2/25/15,NA
23251,271215,WA791,215,26,11.3,39,34,2/26/15,NA
23252,271216,WA791,215,27,11.5,35,31,2/27/15,NA
23253,271217,WA791,215,28,11.5,43,25,2/28/15,NA
23254,271218,WA791,315,1,11.4,45,26,3/1/15,NA
23255,271219,WA791,315,2,11.3,41,26,3/2/15,NA
23256,271220,WA791,315,3,11.2,42,21,3/3/15,NA
23257,271221,WA791,315,4,10.9,48,26,3/4/15,NA
23258,271222,WA791,315,5,10.7,50,31,3/5/15,NA
23259,271223,WA791,315,6,10.7,55,35,3/6/15,NA
23260,271224,WA791,315,7,10.7,56,35,3/7/15,NA
23261,271225,WA791,315,8,10.6,58,36,3/8/15,NA
23262,271226,WA791,315,9,10.7,55,36,3/9/15,NA
23263,271227,WA791,315,10,10.6,56,36,3/10/15,NA
23264,271228,WA791,315,11,10.5,45,38,3/11/15,Yes
23265,271229,WA791,315,12,10.3,48,36,3/12/15,NA
23266,271230,WA791,315,13,9.9,51,36,3/13/15,NA
23267,271231,WA791,315,14,9.7,45,37,3/14/15,NA
23268,271232,WA791,315,15,9.5,38,34,3/15/15,NA
23269,271233,WA791,315,16,10,41,31,3/16/15,NA
23270,271234,WA791,315,17,9.9,45,32,3/17/15,NA
23271,271235,WA791,315,18,9.8,47,33,3/18/15,NA
23272,271236,WA791,315,19,9.6,52,34,3/19/15,NA
23273,271237,WA791,315,20,9.5,50,39,3/20/15,NA
23274,271238,WA791,315,21,9.2,40,33,3/21/15,NA
23275,271239,WA791,315,22,9,40,31,3/22/15,NA
23276,271240,WA791,315,23,9.1,40,30,3/23/15,NA
23277,271241,WA791,315,24,9,39,32,3/24/15,NA
23278,271242,WA791,315,25,9.2,45,33,3/25/15,NA
23279,271243,WA791,315,26,9.5,60,40,3/26/15,NA
23280,271244,WA791,315,27,9,59,38,3/27/15,NA
23281,271245,WA791,315,28,8.5,41,36,3/28/15,NA
23282,271246,WA791,315,29,8.2,47,35,3/29/15,NA
23283,271247,WA791,315,30,7.9,56,39,3/30/15,NA
23284,271248,WA791,315,31,7.3,42,32,3/31/15,NA
23285,271249,WA791,415,1,7.5,39,30,4/1/15,NA
23286,271250,WA791,415,2,7.6,40,31,4/2/15,NA
23287,271251,WA791,415,3,7.5,45,29,4/3/15,NA
23288,271252,WA791,415,4,7.5,43,30,4/4/15,NA
23289,271253,WA791,415,5,7.4,43,29,4/5/15,NA
23290,271254,WA791,415,6,7.3,39,31,4/6/15,NA
23291,271255,WA791,415,7,7.4,42,31,4/7/15,NA
23292,271256,WA791,415,8,7.3,47,31,4/8/15,NA
23293,271257,WA791,415,9,7.1,49,33,4/9/15,NA
23294,271258,WA791,415,10,6.8,49,35,4/10/15,NA
23295,271259,WA791,415,11,6.6,38,30,4/11/15,NA
23296,271260,WA791,415,12,7.3,41,29,4/12/15,NA
23297,271261,WA791,415,13,8,43,29,4/13/15,NA
23298,271262,WA791,415,14,8.2,36,29,4/14/15,No
23299,271263,WA791,415,15,8.5,41,29,4/15/15,NA
23300,271264,WA791,415,16,8.5,57,28,4/16/15,NA
23301,271265,WA791,415,17,8.2,59,36,4/17/15,NA
23302,271266,WA791,415,18,7.6,62,34,4/18/15,NA
23303,271267,WA791,415,19,7,65,38,4/19/15,NA
23304,271268,WA791,415,20,6.2,66,42,4/20/15,NA
23305,271269,WA791,415,21,5.3,59,32,4/21/15,NA
23306,271270,WA791,415,22,4.4,42,32,4/22/15,NA
23307,271271,WA791,415,23,4.2,45,31,4/23/15,NA
23308,271272,WA791,415,24,4,40,30,4/24/15,NA
23309,271273,WA791,415,25,4.3,42,30,4/25/15,NA
23310,271274,WA791,415,26,4.3,50,29,4/26/15,NA
23311,271275,WA791,415,27,3.8,60,39,4/27/15,NA
23312,271276,WA791,415,28,2.5,57,37,4/28/15,NA
23313,271277,WA791,415,29,1.7,46,35,4/29/15,NA
23314,271278,WA791,415,30,1.2,52,35,4/30/15,NA
23315,271279,WA791,515,1,0.4,58,36,5/1/15,NA
23500,271464,WA791,1115,2,0.2,39,34,11/2/15,NA
23508,271472,WA791,1115,10,0.1,36,32,11/10/15,NA
23509,271473,WA791,1115,11,0.1,36,30,11/11/15,NA
23510,271474,WA791,1115,12,0.8,38,29,11/12/15,NA
23511,271475,WA791,1115,13,1.3,45,37,11/13/15,NA
23512,271476,WA791,1115,14,0.4,40,34,11/14/15,No
23513,271477,WA791,1115,15,0.6,39,29,11/15/15,NA
23514,271478,WA791,1115,16,0.7,33,28,11/16/15,NA
23515,271479,WA791,1115,17,1.7,45,30,11/17/15,NA
23516,271480,WA791,1115,18,1.4,33,30,11/18/15,NA
23517,271481,WA791,1115,19,1.6,34,28,11/19/15,NA
23518,271482,WA791,1115,20,1.5,35,21,11/20/15,NA
23519,271483,WA791,1115,21,1.5,32,24,11/21/15,NA
23520,271484,WA791,1115,22,1.6,35,27,11/22/15,NA
23521,271485,WA791,1115,23,1.6,37,26,11/23/15,NA
23522,271486,WA791,1115,24,1.7,33,22,11/24/15,NA
23523,271487,WA791,1115,25,1.7,30,18,11/25/15,NA
23524,271488,WA791,1115,26,1.6,33,21,11/26/15,NA
23525,271489,WA791,1115,27,1.6,33,22,11/27/15,NA
23526,271490,WA791,1115,28,1.6,36,23,11/28/15,NA
23527,271491,WA791,1115,29,1.7,31,12,11/29/15,NA
23528,271492,WA791,1115,30,1.6,18,11,11/30/15,NA
23529,271493,WA791,1215,1,1.6,20,16,12/1/15,NA
23530,271494,WA791,1215,2,1.8,28,19,12/2/15,NA
23531,271495,WA791,1215,3,2,35,28,12/3/15,NA
23532,271496,WA791,1215,4,2.6,36,30,12/4/15,NA
23533,271497,WA791,1215,5,2.7,32,29,12/5/15,Yes
23534,271498,WA791,1215,6,3.5,36,31,12/6/15,Yes
23535,271499,WA791,1215,7,4.1,38,34,12/7/15,NA
23536,271500,WA791,1215,8,5.3,46,35,12/8/15,NA
23537,271501,WA791,1215,9,5.5,38,33,12/9/15,NA
23538,271502,WA791,1215,10,5.7,35,31,12/10/15,NA
23539,271503,WA791,1215,11,6.3,33,30,12/11/15,NA
23540,271504,WA791,1215,12,6.2,34,30,12/12/15,NA
23541,271505,WA791,1215,13,7.2,34,31,12/13/15,Yes
23542,271506,WA791,1215,14,7.6,32,29,12/14/15,Yes
23543,271507,WA791,1215,15,7.9,31,27,12/15/15,NA
23544,271508,WA791,1215,16,8.3,31,19,12/16/15,NA
23545,271509,WA791,1215,17,8.3,25,22,12/17/15,NA
23546,271510,WA791,1215,18,9.8,33,22,12/18/15,NA
23547,271511,WA791,1215,19,10.6,34,26,12/19/15,NA
23548,271512,WA791,1215,20,10.8,31,22,12/20/15,NA
23549,271513,WA791,1215,21,11.4,29,27,12/21/15,NA
23550,271514,WA791,1215,22,12.2,30,25,12/22/15,NA
23551,271515,WA791,1215,23,12.7,30,26,12/23/15,NA
23552,271516,WA791,1215,24,14,32,26,12/24/15,NA
23553,271517,WA791,1215,25,14.2,31,21,12/25/15,NA
23554,271518,WA791,1215,26,14.1,24,17,12/26/15,NA
23555,271519,WA791,1215,27,14,22,17,12/27/15,NA
23556,271520,WA791,1215,28,14.5,32,21,12/28/15,NA
23557,271521,WA791,1215,29,14.6,26,20,12/29/15,NA
23558,271522,WA791,1215,30,14.5,25,16,12/30/15,NA
23559,271523,WA791,1215,31,14.4,21,13,12/31/15,NA
23560,271524,WA791,116,1,14.4,19,7,1/1/16,NA
23561,271525,WA791,116,2,14.4,20,8,1/2/16,NA
23562,271526,WA791,116,3,14.6,23,18,1/3/16,NA
23563,271527,WA791,116,4,14.8,29,23,1/4/16,Yes
23564,271528,WA791,116,5,15.3,33,26,1/5/16,NA
23565,271529,WA791,116,6,15.3,36,30,1/6/16,NA
23566,271530,WA791,116,7,15.2,37,31,1/7/16,NA
23567,271531,WA791,116,8,15.1,35,31,1/8/16,NA
23568,271532,WA791,116,9,15,32,28,1/9/16,NA
23569,271533,WA791,116,10,14.8,28,24,1/10/16,NA
23570,271534,WA791,116,11,14.8,26,23,1/11/16,NA
23571,271535,WA791,116,12,15,28,24,1/12/16,NA
23572,271536,WA791,116,13,15.7,34,28,1/13/16,NA
23573,271537,WA791,116,14,16.1,35,22,1/14/16,NA
23574,271538,WA791,116,15,16.1,36,21,1/15/16,Yes
23575,271539,WA791,116,16,16.2,34,27,1/16/16,NA
23576,271540,WA791,116,17,17.1,33,29,1/17/16,NA
23577,271541,WA791,116,18,17.4,36,29,1/18/16,Yes
23578,271542,WA791,116,19,17.6,32,28,1/19/16,NA
23579,271543,WA791,116,20,17.5,37,31,1/20/16,NA
23580,271544,WA791,116,21,17.9,35,32,1/21/16,NA
23581,271545,WA791,116,22,19.2,38,33,1/22/16,NA
23582,271546,WA791,116,23,19.5,37,32,1/23/16,Yes
23583,271546,WA791,116,23,19.5,37,32,1/23/16,Yes
23584,271547,WA791,116,24,19.8,38,26,1/24/16,NA
23585,271548,WA791,116,25,20,38,25,1/25/16,Yes
23586,271549,WA791,116,26,20,38,30,1/26/16,NA
23587,271550,WA791,116,27,20.3,38,33,1/27/16,NA
23588,271551,WA791,116,28,20.3,37,32,1/28/16,NA
23589,271552,WA791,116,29,21.3,34,30,1/29/16,NA
23590,271553,WA791,116,30,21.7,33,28,1/30/16,Yes
23591,271554,WA791,116,31,22.1,34,28,1/31/16,NA
23592,271555,WA791,216,1,22.2,33,23,2/1/16,NA
23593,271556,WA791,216,2,22.3,34,22,2/2/16,Yes
23594,271557,WA791,216,3,22.3,32,23,2/3/16,NA
23595,271558,WA791,216,4,22.4,38,31,2/4/16,NA
23596,271559,WA791,216,5,22.8,37,33,2/5/16,NA
23597,271560,WA791,216,6,23.1,36,26,2/6/16,Yes
23598,271561,WA791,216,7,23.2,36,26,2/7/16,NA
23599,271562,WA791,216,8,23.2,40,32,2/8/16,NA
23600,271563,WA791,216,9,23.1,43,33,2/9/16,Yes
23601,271564,WA791,216,10,23.2,47,35,2/10/16,NA
23602,271565,WA791,216,11,23.2,40,35,2/11/16,NA
23603,271566,WA791,216,12,23.5,39,34,2/12/16,NA
23604,271567,WA791,216,13,23.8,37,32,2/13/16,Yes
23605,271568,WA791,216,14,24.7,42,34,2/14/16,NA
23606,271569,WA791,216,15,26,41,35,2/15/16,NA
23607,271570,WA791,216,16,25.3,42,34,2/16/16,NA
23608,271571,WA791,216,17,24.8,40,34,2/17/16,NA
29050,277013,WA804,1114,12,0.1,21,13,11/12/14,NA
29051,277014,WA804,1114,13,0.1,19,15,11/13/14,NA
29052,277015,WA804,1114,14,0.3,25,15,11/14/14,No
29053,277016,WA804,1114,15,0.4,25,13,11/15/14,NA
29054,277017,WA804,1114,16,0.5,29,17,11/16/14,NA
29055,277018,WA804,1114,17,0.5,31,20,11/17/14,NA
29056,277019,WA804,1114,18,0.6,33,24,11/18/14,NA
29057,277020,WA804,1114,19,0.6,33,26,11/19/14,NA
29058,277021,WA804,1114,20,0.7,38,25,11/20/14,NA
29059,277022,WA804,1114,21,0.8,36,31,11/21/14,NA
29060,277023,WA804,1114,22,1.3,34,30,11/22/14,NA
29061,277024,WA804,1114,23,1.7,33,31,11/23/14,NA
29062,277025,WA804,1114,24,3.2,36,32,11/24/14,NA
29063,277026,WA804,1114,25,3.8,43,35,11/25/14,NA
29064,277027,WA804,1114,26,3.1,43,39,11/26/14,NA
29065,277028,WA804,1114,27,2.6,40,38,11/27/14,NA
29066,277029,WA804,1114,28,2.2,41,28,11/28/14,NA
29067,277030,WA804,1114,29,2.1,28,13,11/29/14,NA
29068,277031,WA804,1114,30,2.3,19,11,11/30/14,NA
29069,277032,WA804,1214,1,2.3,34,13,12/1/14,NA
29070,277033,WA804,1214,2,2.4,26,17,12/2/14,NA
29071,277034,WA804,1214,3,2.3,28,17,12/3/14,NA
29072,277035,WA804,1214,4,2.4,32,21,12/4/14,NA
29073,277036,WA804,1214,5,2.9,32,26,12/5/14,NA
29074,277037,WA804,1214,6,3,36,29,12/6/14,NA
29075,277038,WA804,1214,7,3.6,36,31,12/7/14,NA
29076,277039,WA804,1214,8,3.6,36,30,12/8/14,NA
29077,277040,WA804,1214,9,3.6,42,35,12/9/14,NA
29078,277041,WA804,1214,10,3.2,40,33,12/10/14,NA
29079,277042,WA804,1214,11,2.7,40,33,12/11/14,NA
29080,277043,WA804,1214,12,2.4,35,32,12/12/14,NA
29081,277044,WA804,1214,13,2.3,34,29,12/13/14,NA
29082,277045,WA804,1214,14,2.6,32,25,12/14/14,NA
29083,277046,WA804,1214,15,2.5,29,25,12/15/14,NA
29084,277047,WA804,1214,16,2.4,29,27,12/16/14,NA
29085,277048,WA804,1214,17,2.8,32,27,12/17/14,NA
29086,277049,WA804,1214,18,3,32,31,12/18/14,NA
29087,277050,WA804,1214,19,3.5,33,30,12/19/14,NA
29088,277051,WA804,1214,20,4,41,29,12/20/14,Yes
29089,277052,WA804,1214,21,5.2,40,32,12/21/14,NA
29090,277053,WA804,1214,22,5.6,35,30,12/22/14,NA
29091,277054,WA804,1214,23,5.6,40,29,12/23/14,NA
29092,277055,WA804,1214,24,5.5,37,27,12/24/14,NA
29093,277056,WA804,1214,25,5.8,31,25,12/25/14,NA
29094,277057,WA804,1214,26,5.9,37,22,12/26/14,NA
29095,277058,WA804,1214,27,5.9,31,28,12/27/14,NA
29096,277059,WA804,1214,28,7.3,35,26,12/28/14,NA
29097,277060,WA804,1214,29,8.2,34,13,12/29/14,NA
29098,277061,WA804,1214,30,8.3,15,7,12/30/14,NA
29099,277062,WA804,1214,31,8.2,19,9,12/31/14,NA
29100,277063,WA804,115,1,8.3,23,10,1/1/15,NA
29101,277064,WA804,115,2,8.4,33,19,1/2/15,NA
29102,277065,WA804,115,3,8.6,32,24,1/3/15,NA
29103,277066,WA804,115,4,8.6,35,30,1/4/15,NA
29104,277067,WA804,115,5,9.4,38,34,1/5/15,No
29105,277068,WA804,115,6,9.2,55,34,1/6/15,NA
29106,277069,WA804,115,7,9.2,54,37,1/7/15,NA
29107,277070,WA804,115,8,9.1,43,28,1/8/15,NA
29108,277071,WA804,115,9,9.1,31,26,1/9/15,NA
29109,277072,WA804,115,10,9.2,39,31,1/10/15,NA
29110,277073,WA804,115,11,9.2,34,28,1/11/15,NA
29111,277074,WA804,115,12,9.2,32,25,1/12/15,NA
29112,277075,WA804,115,13,9.3,29,23,1/13/15,NA
29113,277076,WA804,115,14,9.3,26,22,1/14/15,NA
29114,277077,WA804,115,15,9.3,28,22,1/15/15,NA
29115,277078,WA804,115,16,10,33,28,1/16/15,NA
29116,277079,WA804,115,17,10.2,42,28,1/17/15,NA
29117,277080,WA804,115,18,10.4,41,32,1/18/15,NA
29118,277081,WA804,115,19,10.9,34,28,1/19/15,NA
29119,277082,WA804,115,20,11.3,32,27,1/20/15,NA
29120,277083,WA804,115,21,11.3,33,26,1/21/15,NA
29121,277084,WA804,115,22,11.3,38,29,1/22/15,NA
29122,277085,WA804,115,23,11.3,42,35,1/23/15,NA
29123,277086,WA804,115,24,11.3,47,38,1/24/15,NA
29124,277087,WA804,115,25,10.8,58,36,1/25/15,NA
29125,277088,WA804,115,26,10.8,57,40,1/26/15,NA
29126,277089,WA804,115,27,10.7,44,35,1/27/15,NA
29127,277090,WA804,115,28,10.8,43,31,1/28/15,NA
29128,277091,WA804,115,29,10.6,41,28,1/29/15,NA
29129,277092,WA804,115,30,10.6,41,26,1/30/15,NA
29130,277093,WA804,115,31,10.9,40,26,1/31/15,NA
29131,277094,WA804,215,1,10.8,35,26,2/1/15,NA
29132,277095,WA804,215,2,10.9,40,31,2/2/15,NA
29133,277096,WA804,215,3,10.7,36,31,2/3/15,NA
29134,277097,WA804,215,4,10.7,35,31,2/4/15,NA
29135,277098,WA804,215,5,11.2,43,32,2/5/15,NA
29136,277099,WA804,215,6,10.9,42,37,2/6/15,NA
29137,277100,WA804,215,7,10.5,40,33,2/7/15,NA
29138,277101,WA804,215,8,10,40,34,2/8/15,NA
29139,277102,WA804,215,9,9.7,38,32,2/9/15,NA
29140,277103,WA804,215,10,10,39,35,2/10/15,NA
29141,277104,WA804,215,11,9.5,42,35,2/11/15,NA
29142,277105,WA804,215,12,9.3,55,35,2/12/15,NA
29143,277106,WA804,215,13,9.2,50,36,2/13/15,NA
29144,277107,WA804,215,14,9,45,32,2/14/15,NA
29145,277108,WA804,215,15,8.9,42,34,2/15/15,NA
29146,277109,WA804,215,16,8.7,40,31,2/16/15,NA
29147,277110,WA804,215,17,8.7,42,32,2/17/15,NA
29148,277111,WA804,215,18,8.7,42,32,2/18/15,NA
29149,277112,WA804,215,19,8.6,40,34,2/19/15,NA
29150,277113,WA804,215,20,8.4,38,31,2/20/15,NA
29151,277114,WA804,215,21,8.4,41,27,2/21/15,NA
29152,277115,WA804,215,22,8.4,36,25,2/22/15,NA
29153,277116,WA804,215,23,8.4,41,23,2/23/15,NA
29154,277117,WA804,215,24,8.4,45,30,2/24/15,NA
29155,277118,WA804,215,25,8.4,35,31,2/25/15,No
29156,277119,WA804,215,26,8.4,38,33,2/26/15,NA
29157,277120,WA804,215,27,8.2,34,29,2/27/15,NA
29158,277121,WA804,215,28,8.7,38,24,2/28/15,NA
29159,277122,WA804,315,1,8.7,40,24,3/1/15,NA
29160,277123,WA804,315,2,8.7,39,27,3/2/15,NA
29161,277124,WA804,315,3,8.8,38,24,3/3/15,NA
29162,277125,WA804,315,4,8.8,44,24,3/4/15,NA
29163,277126,WA804,315,5,8.7,49,31,3/5/15,NA
29164,277127,WA804,315,6,8.7,53,36,3/6/15,NA
29165,277128,WA804,315,7,8.7,59,37,3/7/15,NA
29166,277129,WA804,315,8,8.7,57,37,3/8/15,NA
29167,277130,WA804,315,9,8.5,53,36,3/9/15,NA
29168,277131,WA804,315,10,8.5,55,39,3/10/15,NA
29169,277132,WA804,315,11,8,43,36,3/11/15,NA
29170,277133,WA804,315,12,7.7,47,37,3/12/15,NA
29171,277134,WA804,315,13,7.4,51,39,3/13/15,NA
29172,277135,WA804,315,14,6.7,43,39,3/14/15,NA
29173,277136,WA804,315,15,6.1,41,32,3/15/15,NA
29174,277137,WA804,315,16,5.4,44,28,3/16/15,NA
29175,277138,WA804,315,17,5.1,43,33,3/17/15,NA
29176,277139,WA804,315,18,4.8,44,34,3/18/15,NA
29177,277140,WA804,315,19,4.6,50,33,3/19/15,NA
29178,277141,WA804,315,20,4.2,52,37,3/20/15,NA
29179,277142,WA804,315,21,3.8,38,31,3/21/15,NA
29180,277143,WA804,315,22,4.2,39,31,3/22/15,NA
29181,277144,WA804,315,23,3.6,34,29,3/23/15,NA
29182,277145,WA804,315,24,4.8,35,28,3/24/15,NA
29183,277146,WA804,315,25,5.7,40,32,3/25/15,NA
29184,277147,WA804,315,26,5.8,58,38,3/26/15,NA
29185,277148,WA804,315,27,5.5,58,34,3/27/15,NA
29186,277149,WA804,315,28,5.2,40,32,3/28/15,NA
29187,277150,WA804,315,29,5,49,32,3/29/15,NA
29188,277151,WA804,315,30,4.8,57,34,3/30/15,NA
29189,277152,WA804,315,31,4.5,37,29,3/31/15,NA
29190,277153,WA804,415,1,5.1,37,28,4/1/15,NA
29191,277154,WA804,415,2,5.3,37,29,4/2/15,NA
29192,277155,WA804,415,3,5.4,37,26,4/3/15,NA
29193,277156,WA804,415,4,5.6,37,26,4/4/15,NA
29194,277157,WA804,415,5,5.7,40,27,4/5/15,NA
29195,277158,WA804,415,6,5.6,40,28,4/6/15,NA
29196,277159,WA804,415,7,5.7,41,31,4/7/15,NA
29197,277160,WA804,415,8,5.7,42,31,4/8/15,NA
29198,277161,WA804,415,9,5.7,47,29,4/9/15,NA
29199,277162,WA804,415,10,5.5,50,32,4/10/15,No
29200,277163,WA804,415,11,5.6,35,28,4/11/15,NA
29201,277164,WA804,415,12,6.3,38,28,4/12/15,NA
29202,277165,WA804,415,13,6.4,43,27,4/13/15,NA
29203,277166,WA804,415,14,6.6,37,26,4/14/15,NA
29204,277167,WA804,415,15,7.2,39,24,4/15/15,NA
29205,277168,WA804,415,16,7.2,52,31,4/16/15,NA
29206,277169,WA804,415,17,6.9,61,36,4/17/15,NA
29207,277170,WA804,415,18,6.6,59,36,4/18/15,NA
29208,277171,WA804,415,19,6.1,60,41,4/19/15,NA
29209,277172,WA804,415,20,5.6,64,42,4/20/15,NA
29210,277173,WA804,415,21,4.9,57,28,4/21/15,NA
29211,277174,WA804,415,22,4.2,46,28,4/22/15,NA
29212,277175,WA804,415,23,3.8,40,28,4/23/15,NA
29213,277176,WA804,415,24,3.8,35,30,4/24/15,NA
29214,277177,WA804,415,25,4.7,40,28,4/25/15,NA
29215,277178,WA804,415,26,4.6,46,27,4/26/15,NA
29216,277179,WA804,415,27,4.3,58,37,4/27/15,NA
29217,277180,WA804,415,28,2.6,53,34,4/28/15,NA
29218,277181,WA804,415,29,1.5,47,29,4/29/15,NA
29219,277182,WA804,415,30,0.7,56,30,4/30/15,NA
29220,277183,WA804,515,1,0.3,62,36,5/1/15,NA
29409,277372,WA804,1115,6,0.3,43,35,11/6/15,NA
29415,277377,WA804,1115,11,0.2,35,29,11/11/15,NA
29416,277378,WA804,1115,12,0.7,33,29,11/12/15,NA
29417,277379,WA804,1115,13,1.2,40,32,11/13/15,NA
29418,277380,WA804,1115,14,0.8,40,37,11/14/15,NA
29419,277381,WA804,1115,15,0.2,38,26,11/15/15,NA
29421,277383,WA804,1115,17,1.1,41,30,11/17/15,No
29422,277384,WA804,1115,18,1,31,28,11/18/15,NA
29423,277385,WA804,1115,19,1.1,33,25,11/19/15,NA
29424,277386,WA804,1115,20,1.7,28,23,11/20/15,NA
29425,277387,WA804,1115,21,1.7,30,22,11/21/15,No
29426,277388,WA804,1115,22,1.7,33,24,11/22/15,NA
29427,277389,WA804,1115,23,1.7,43,24,11/23/15,NA
29428,277390,WA804,1115,24,2,31,25,11/24/15,NA
29429,277391,WA804,1115,25,2.2,35,19,11/25/15,NA
29430,277392,WA804,1115,26,2.1,30,19,11/26/15,NA
29431,277393,WA804,1115,27,2.2,30,18,11/27/15,NA
29432,277394,WA804,1115,28,2.1,28,15,11/28/15,NA
29433,277395,WA804,1115,29,2.1,29,12,11/29/15,NA
29434,277396,WA804,1115,30,2.1,31,10,11/30/15,NA
29435,277397,WA804,1215,1,2.5,32,17,12/1/15,NA
29436,277398,WA804,1215,2,2.8,32,24,12/2/15,NA
29437,277399,WA804,1215,3,3.5,32,29,12/3/15,NA
29438,277400,WA804,1215,4,4.2,32,30,12/4/15,NA
