$ Get data for 711:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:32:43 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA711           Rainy Pass
WA711       1002   8     34.00
WA711       1002   9     33.00
WA711       1002  10     28.00
WA711       1002  11     26.00
WA711       1002  12     24.00
WA711       1002  13     28.00
WA711       1002  14     32.00
WA711       1002  15     39.00
WA711       1002  16     37.00
WA711       1002  17     38.00
WA711       1002  18     36.00
WA711       1002  19     36.00
WA711       1002  20     37.00
WA711       1002  21     32.00
WA711       1002  22     34.00
WA711       1002  23     29.00
WA711       1002  24     26.00
WA711       1002  25     27.00
WA711       1002  26     27.00
WA711       1002  27     28.00
WA711       1002  28     27.00
WA711       1002  29     15.00
WA711       1002  30     14.00
WA711       1002  31     13.00
WA711       1102   1     16.00
WA711       1102   2     22.00
WA711       1102   3     18.00
WA711       1102   4     21.00
WA711       1102   5     28.00
WA711       1102   6     27.00
WA711       1102   7     31.00
WA711       1102   8     30.00
WA711       1102   9     29.00
WA711       1102  10     29.00
WA711       1102  11     31.00
WA711       1102  12     31.00
WA711       1102  13     31.00
WA711       1102  14     28.00
WA711       1102  15     26.00
WA711       1102  16     28.00
WA711       1102  17     28.00
WA711       1102  18     28.00
WA711       1102  19     32.00
WA711       1102  20     34.00
WA711       1102  21     33.00
WA711       1102  22     31.00
WA711       1102  23     24.00
WA711       1102  24     21.00
WA711       1102  25     24.00
WA711       1102  26     29.00
WA711       1102  27     29.00
WA711       1102  28     30.00
WA711       1102  29     32.00
WA711       1102  30     30.00
WA711       1202   1     29.00
WA711       1202   2     22.00
WA711       1202   3     20.00
WA711       1202   4     24.00
WA711       1202   5     23.00
WA711       1202   6     19.00
WA711       1202   7     19.00
WA711       1202   8     18.00
WA711       1202   9     19.00
WA711       1202  10     21.00
WA711       1202  11     22.00
WA711       1202  12     24.00
WA711       1202  13     22.00
WA711       1202  14     28.00
WA711       1202  15     28.00
WA711       1202  16     23.00
WA711       1202  17     21.00
WA711       1202  18     16.00
WA711       1202  19     17.00
WA711       1202  20     20.00
WA711       1202  21     19.00
WA711       1202  22     18.00
WA711       1202  23     14.00
WA711       1202  24     16.00
WA711       1202  25     18.00
WA711       1202  26     16.00
WA711       1202  27     18.00
WA711       1202  28     19.00
WA711       1202  29     13.00
WA711       1202  30     17.00
WA711       1202  31     19.00
WA711       0103   1     19.00
WA711       0103   2     22.00
WA711       0103   3     27.00
WA711       0103   4     27.00
WA711       0103   5     23.00
WA711       0103   6     20.00
WA711       0103   7     22.00
WA711       0103   8     25.00
WA711       0103   9     15.00
WA711       0103  10     12.00
WA711       0103  11     16.00
WA711       0103  12     20.00
WA711       0103  13     20.00
WA711       0103  14     22.00
WA711       0103  15     16.00
WA711       0103  16     17.00
WA711       0103  17     20.00
WA711       0103  18     21.00
WA711       0103  19     24.00
WA711       0103  20     19.00
WA711       0103  21     19.00
WA711       0103  22     21.00
WA711       0103  23     22.00
WA711       0103  24     27.00
WA711       0103  25     28.00
WA711       0103  26     30.00
WA711       0103  27     27.00
WA711       0103  28     19.00
WA711       0103  29     20.00
WA711       0103  30     27.00
WA711       0103  31     28.00
WA711       0203   1     26.00
WA711       0203   2     26.00
WA711       0203   3     23.00
WA711       0203   4     20.00
WA711       0203   5     21.00
WA711       0203   6     19.00
WA711       0203   7     21.00
WA711       0203   8     19.00
WA711       0203   9     20.00
WA711       0203  10     16.00
WA711       0203  11     21.00
WA711       0203  12     22.00
WA711       0203  13     21.00
WA711       0203  14     26.00
WA711       0203  15     25.00
WA711       0203  16     26.00
WA711       0203  17     19.00
WA711       0203  18     18.00
WA711       0203  19     20.00
WA711       0203  20     26.00
WA711       0203  21     26.00
WA711       0203  22     18.00
WA711       0203  23      3.00
WA711       0203  24      2.00
WA711       0203  25      7.00
WA711       0203  26     13.00
WA711       0203  27     19.00
WA711       0203  28     21.00
WA711       0303   1     16.00
WA711       0303   2     21.00
WA711       0303   3     19.00
WA711       0303   4     19.00
WA711       0303   5     23.00
WA711       0303   6     20.00
WA711       0303   7     14.00
WA711       0303   8     14.00
WA711       0303   9     19.00
WA711       0303  10     28.00
WA711       0303  11     27.00
WA711       0303  12     26.00
WA711       0303  13     32.00
WA711       0303  14     31.00
WA711       0303  15     29.00
WA711       0303  16     24.00
WA711       0303  17     22.00
WA711       0303  18     19.00
WA711       0303  19     18.00
WA711       0303  20     26.00
WA711       0303  21     26.00
WA711       0303  22     24.00
WA711       0303  23     17.00
WA711       0303  24     11.00
WA711       0303  25     21.00
WA711       0303  26     22.00
WA711       0303  27     20.00
WA711       0303  28     19.00
WA711       0303  29     27.00
WA711       0303  30     33.00
WA711       0303  31     29.00
WA711       0403   1     20.00
WA711       0403   2     19.00
WA711       0403   3     19.00
WA711       0403   4     16.00
WA711       0403   5     20.00
WA711       0403   6     22.00
WA711       0403   7     27.00
WA711       0403   8     31.00
WA711       0403   9     28.00
WA711       0403  10     28.00
WA711       0403  11     31.00
WA711       0403  12     30.00
WA711       0403  13     30.00
WA711       0403  14     26.00
WA711       0403  15     23.00
WA711       0403  16     27.00
WA711       0403  17     26.00
WA711       0403  18     25.00
WA711       0403  19     23.00
WA711       0403  20     29.00
WA711       0403  21     32.00
WA711       0403  22     33.00
WA711       0403  23     31.00
WA711       0403  24     27.00
WA711       0403  25     26.00
WA711       0403  26     23.00
WA711       0403  27     29.00
WA711       0403  28     27.00
WA711       0403  29     32.00
WA711       0403  30     33.00
WA711       0503   1     32.00
WA711       0503   2     32.00
WA711       0503   3     30.00
WA711       0503   4     29.00
WA711       0503   5     26.00
WA711       0503   6     24.00
WA711       0503   7     23.00
WA711       0503   8     27.00
WA711       0503   9     33.00
WA711       0503  10     30.00
WA711       0503  11     31.00
WA711       0503  12     31.00
WA711       0503  13     28.00
WA711       0503  14     29.00
WA711       0503  15     25.00
WA711       0503  16   -999.00
WA711       0503  17     26.00
WA711       0503  18     27.00
WA711       0503  19     25.00
WA711       0503  20     30.00
WA711       0503  21     33.00
WA711       0503  22     35.00
WA711       0503  23     35.00
WA711       0503  24     39.00
WA711       0503  25     34.00
WA711       0503  26     33.00
WA711       0503  27     35.00
WA711       0503  28     38.00
WA711       0503  29     35.00
WA711       0503  30     40.00
WA711       0503  31     37.00
WA711       0603   1     36.00
WA711       0603   2     34.00
WA711       0603   3     31.00
WA711       0603   4     36.00
WA711       0603   5     42.00
WA711       0603   6     44.00
WA711       0603   7     43.00
WA711       0603   8     44.00
WA711       0603   9     41.00
WA711       0603  10     39.00
WA711       0603  11     39.00
WA711       0603  12     37.00
WA711       0603  13     36.00
WA711       0603  14     35.00
WA711       0603  15     34.00
WA711       0603  16     37.00
WA711       0603  17     46.00
WA711       0603  18     42.00
WA711       0603  19     38.00
WA711       0603  20     33.00
WA711       0603  21     32.00
WA711       0603  22     34.00
WA711       0603  23     33.00
WA711       0603  24     40.00
WA711       0603  25     39.00
WA711       0603  26     43.00
WA711       0603  27     47.00
WA711       0603  28     45.00
WA711       0603  29     49.00
WA711       0603  30     40.00
WA711       0703   1     38.00
WA711       0703   2     32.00
WA711       0703   3     36.00
WA711       0703   4     39.00
WA711       0703   5     43.00
WA711       0703   6     42.00
WA711       0703   7     44.00
WA711       0703   8     42.00
WA711       0703   9     39.00
WA711       0703  10     48.00
WA711       0703  11     51.00
WA711       0703  12     48.00
WA711       0703  13     45.00
WA711       0703  14     42.00
WA711       0703  15     44.00
WA711       0703  16     42.00
WA711       0703  17     38.00
WA711       0703  18     49.00
WA711       0703  19     49.00
WA711       0703  20     49.00
WA711       0703  21     46.00
WA711       0703  22     51.00
WA711       0703  23     49.00
WA711       0703  24     45.00
WA711       0703  25     43.00
WA711       0703  26     49.00
WA711       0703  27     49.00
WA711       0703  28     52.00
WA711       0703  29     56.00
WA711       0703  30     55.00
WA711       0703  31     54.00
WA711       0803   1     50.00
WA711       0803   2     49.00
WA711       0803   3     47.00
WA711       0803   4     44.00
WA711       0803   5     50.00
WA711       0803   6     46.00
WA711       0803   7     43.00
WA711       0803   8     47.00
WA711       0803   9     47.00
WA711       0803  10     44.00
WA711       0803  11     43.00
WA711       0803  12     41.00
WA711       0803  13     41.00
WA711       0803  14     43.00
WA711       0803  15     52.00
WA711       0803  16     44.00
WA711       0803  17     43.00
WA711       0803  18     48.00
WA711       0803  19     46.00
WA711       0803  20     53.00
WA711       0803  21     50.00
WA711       0803  22     43.00
WA711       0803  23     38.00
WA711       0803  24     37.00
WA711       0803  25     46.00
WA711       0803  26     44.00
WA711       0803  27     42.00
WA711       0803  28     40.00
WA711       0803  29     47.00
WA711       0803  30     49.00
WA711       0803  31     48.00
WA711       0903   1     43.00
WA711       0903   2     49.00
WA711       0903   3     54.00
WA711       0903   4     54.00
WA711       0903   5     50.00
WA711       0903   6     50.00
WA711       0903   7     44.00
WA711       0903   8     34.00
WA711       0903   9     32.00
WA711       0903  10     38.00
WA711       0903  11     39.00
WA711       0903  12     35.00
WA711       0903  13     33.00
WA711       0903  14     35.00
WA711       0903  15     33.00
WA711       0903  16     32.00
WA711       0903  17     32.00
WA711       0903  18     35.00
WA711       0903  19     39.00
WA711       0903  20     35.00
WA711       0903  21     34.00
WA711       0903  22     41.00
WA711       0903  23     41.00
WA711       0903  24     39.00
WA711       0903  25     45.00
WA711       0903  26     42.00
WA711       0903  27     49.00
WA711       0903  28     49.00
WA711       0903  29     48.00
WA711       0903  30     45.00
WA711       1003   1     44.00
WA711       1003   2     43.00
WA711       1003   3     47.00
WA711       1003   4     47.00
WA711       1003   5     47.00
WA711       1003   6     44.00
WA711       1003   7     33.00
WA711       1003   8     32.00
WA711       1003   9     31.00
WA711       1003  10     29.00
WA711       1003  11     30.00
WA711       1003  12     32.00
WA711       1003  13     31.00
WA711       1003  14     29.00
WA711       1003  15     29.00
WA711       1003  16     30.00
WA711       1003  17     38.00
WA711       1003  18     37.00
WA711       1003  19     36.00
WA711       1003  20     37.00
WA711       1003  21     47.00
WA711       1003  22     34.00
WA711       1003  23     28.00
WA711       1003  24     26.00
WA711       1003  25     30.00
WA711       1003  26     39.00
WA711       1003  27     41.00
WA711       1003  28     28.00
WA711       1003  29     23.00
WA711       1003  30     17.00
WA711       1003  31     10.00
WA711       1103   1     16.00
WA711       1103   2     15.00
WA711       1103   3      8.00
WA711       1103   4      7.00
WA711       1103   5      8.00
WA711       1103   6      9.00
WA711       1103   7     14.00
WA711       1103   8     26.00
WA711       1103   9     25.00
WA711       1103  10     28.00
WA711       1103  11     24.00
WA711       1103  12     22.00
WA711       1103  13     24.00
WA711       1103  14     24.00
WA711       1103  15     26.00
WA711       1103  16     25.00
WA711       1103  17     25.00
WA711       1103  18     26.00
WA711       1103  19     20.00
WA711       1103  20     13.00
WA711       1103  21      5.00
WA711       1103  22      3.00
WA711       1103  23     14.00
WA711       1103  24     14.00
WA711       1103  25     18.00
WA711       1103  26     22.00
WA711       1103  27     17.00
WA711       1103  28     21.00
WA711       1103  29     24.00
WA711       1103  30     15.00
WA711       1203   1     18.00
WA711       1203   2     22.00
WA711       1203   3     11.00
WA711       1203   4     13.00
WA711       1203   5     21.00
WA711       1203   6     15.00
WA711       1203   7     14.00
WA711       1203   8     12.00
WA711       1203   9     10.00
WA711       1203  10     20.00
WA711       1203  11     20.00
WA711       1203  12     18.00
WA711       1203  13     17.00
WA711       1203  14     19.00
WA711       1203  15     20.00
WA711       1203  16     20.00
WA711       1203  17     20.00
WA711       1203  18     19.00
WA711       1203  19     21.00
